,Cast Iron,Steel,Cu,Al,EE,Concrete,Composites,Others,Nd,Dy
2020,0.014801195072825695,0.07058362651170971,0.00131145043284178,0.0007008634076184435,0.0006661017672634019,0.3562108318365533,0.010244636092544954,0.00132375176187589,1.521753817522083e-05,2.22709570593088e-06
2021,0.05718566477756345,0.2759636862123459,0.004996490041378909,0.0026917496758881373,0.0023831626131296394,1.274431556463468,0.036654482204412656,0.004736277107397584,5.450020754313192e-05,7.97744808017194e-06
2022,0.05664437669112044,0.2731339281746274,0.004958625027617292,0.002670134384123872,0.0023853439840979657,1.2755873795674058,0.03668948648977721,0.004740800155752446,5.454053849475999e-05,7.983220402035154e-06
2023,0.029960129851431802,0.14351531910301565,0.002654028804908692,0.0014232871358670425,0.001344512189622893,0.7189859038792644,0.020681031864163382,0.002672281584264343,3.071297304610628e-05,4.495043655089378e-06
2024,0.043049207326097794,0.20683203020812227,0.0038016602745061918,0.002042793735524865,0.0018990382787936087,1.0155139378805933,0.029211747170715615,0.0037745705592068268,4.338851438388921e-05,6.350473972042993e-06
2025,0.007829236567623497,0.0358770494182644,0.0007594042957631427,0.0003976065880779043,0.0005229495164726246,0.27964599628603243,0.00804450463729618,0.0010394636852731974,1.188647937849146e-05,1.738898556865193e-06
2026,0.04676012545936386,0.224656015302156,0.004151449041741313,0.002231187307790119,0.0021163397128070964,1.1316993223941447,0.03255666227032019,0.004206780860912806,4.832928671505665e-05,7.0736318182103805e-06
2027,0.030579472738233988,0.1461476085413027,0.0027635259541038265,0.0014808693340371273,0.0015069904260941408,0.8058481173842673,0.023183501110892474,0.0029956359762088737,3.436802661761517e-05,5.029897297953178e-06
2028,0.03371222878466521,0.16138197567292012,0.003052065253006337,0.0016371699071017253,0.001671697782838054,0.8939180725686944,0.0257181242028959,0.0033231450993657665,3.811679657521347e-05,5.578753415136713e-06
2029,0.033190348023354535,0.15893133194755937,0.0030244259881213736,0.0016226786408561995,0.0016913454783228886,0.9044191909263971,0.026021102745183648,0.0033622942087671095,3.854491678908961e-05,5.641577548285594e-06
2030,0.04492495629030999,0.21334382518707548,0.004031271489871306,0.002158884674203855,0.002171930932510984,1.1674280809816864,0.03407545271926207,0.004361725754881535,4.9974658387138854e-05,7.31498252760774e-06
2031,0.13140461944689658,0.6287262387139537,0.011505608107370925,0.006186000458710708,0.005625804036808342,3.023895082888556,0.08826521509678181,0.01129812317152771,0.00012970388297472326,1.898664431614787e-05
2032,0.1364979876336951,0.6534330316682129,0.011961639324892461,0.006432879440657684,0.005862458554886111,3.1510853350999835,0.09197988927120435,0.011773608857691848,0.0001351457001502961,1.978364509338468e-05
2033,0.13216117108064826,0.6332978750774613,0.01159936619156234,0.006242018778242514,0.005712029183436086,3.0702187271620636,0.08962113083838066,0.011471683084591988,0.00013165376587864446,1.9272978539675373e-05
2034,0.12890807854696396,0.6178307989145261,0.01133576036158679,0.0060994490924691,0.005615562547745606,3.018359269552476,0.08810874910408908,0.011278095213111027,0.00012940507052895821,1.8944319878238196e-05
2035,0.12176375585926832,0.5838294795782064,0.010733141710358444,0.005776360131066719,0.005361331716190662,2.881703740860483,0.08412075507407772,0.010767624041551753,0.00012351490884660192,1.8082560913765807e-05
2036,0.053412972777569206,0.25609835581888407,0.0048512774128387694,0.002609550572804315,0.002680851444393047,1.440948934814292,0.04206365540331058,0.00538423159418129,6.160622532192395e-05,9.020496927394057e-06
2037,0.05284463531887914,0.25343405491989035,0.004817188682286445,0.0025896464880973643,0.002685187058446957,1.4432772050003464,0.042131970016062885,0.005392976000552978,6.169017976144775e-05,9.033265300466527e-06
2038,0.0554787235404384,0.26667884474572034,0.005054619797560579,0.0027216439608678707,0.0028096120040249453,1.5101534252941722,0.0440844911130916,0.005642902586298545,6.454806082440837e-05,9.451960571502956e-06
2039,0.05344250975313143,0.2569274399127508,0.0048966152262794275,0.0026344727542609667,0.002762693823012442,1.484933887521971,0.04334848470238315,0.005548692301147139,6.344899171887184e-05,9.291403634907063e-06
2040,0.053954211374180355,0.2562905653694143,0.004927267374897557,0.0026370095613155466,0.00278651315234526,1.504264010081426,0.04443909650521548,0.005643835693202097,6.447383967186529e-05,9.441700519214063e-06
2041,0.1290959504998058,0.614321653796377,0.011383718302734968,0.0061072375891365535,0.005746749683462179,3.1023090890731555,0.09164889841290791,0.01163955536415365,0.00013333278002961154,1.9521761880223533e-05
2042,0.12989874013470942,0.6181375862669088,0.011466774854056743,0.0061552417193580415,0.00582629440143296,3.145249396025663,0.09291759508287437,0.01180068185215421,0.00013517703869154397,1.9790639140129902e-05
2043,0.1254046555710295,0.5960775593703991,0.011110512409698833,0.005960130185807453,0.005730033290950563,3.093283527050745,0.09138250146079029,0.01160572252898912,0.00013291185767717135,1.945854227537551e-05
2044,0.1222049904076733,0.5805144259960766,0.010869540368517188,0.005830898509569868,0.005697940648382231,3.0759583995677344,0.09087073395867563,0.011540727245056726,0.00013213441454540623,1.9344039679529888e-05
2045,0.12190555333360552,0.5786080767599796,0.010873932851388483,0.005834279999255267,0.005780286499283422,3.120411536062694,0.09218401106103649,0.011707515518632434,0.00013402848721487599,1.96200027432993e-05
2046,0.09575849581415505,0.4542475965353279,0.00867420826799717,0.004653914421631854,0.004861792315891266,2.624574468005426,0.07753587647516039,0.009847179208579571,0.00011261055062536214,1.6484749751664792e-05
2047,0.09494104496072465,0.45029288378289745,0.008651875409621257,0.0046417435415274265,0.004944427680771783,2.6691840441517756,0.07885375037827087,0.010014551283136521,0.00011448181480795257,1.6758678984697254e-05
