,Cast Iron,Steel,Cu,Al,EE,Concrete,Composites,Others,Nd,Dy
2020,569.2487681629833,8013.961785899154,31.865760425196004,20.673636725399305,16.37479969573935,222.9149236208472,302.4966939490742,49.231993781243645,2.55376050313929,0.2510235456303927
2021,577.8992916750047,8135.745035561828,32.35000479286705,20.98780127097958,16.62363745823421,226.3024246499412,307.09355020887733,49.980142119135884,2.5925684312579027,0.25483819610483166
2022,577.8992916750045,8135.745035561826,32.35000479286703,20.987801270979578,16.623637458234207,226.30242464994112,307.09355020887716,49.98014211913587,2.592568431257902,0.2548381961048316
2023,577.899291675005,8135.745035561831,32.35000479286706,20.987801270979592,16.623637458234217,226.3024246499413,307.0935502088774,49.980142119135905,2.5925684312579036,0.25483819610483177
2024,577.8992916750046,8135.745035561827,32.35000479286703,20.987801270979578,16.62363745823421,226.30242464994114,307.09355020887716,49.98014211913588,2.5925684312579023,0.2548381961048316
2025,577.8992916750046,8135.745035561826,32.35000479286704,20.987801270979578,16.623637458234207,226.30242464994114,307.0935502088772,49.98014211913588,2.5925684312579023,0.2548381961048316
2026,1911.34586911945,26908.18779316865,106.99450391715229,69.41511754568191,54.98106892196002,748.4733252963233,1015.6821388787164,165.30447355373568,8.574668688607794,0.8428526223090534
2027,1911.3458691194498,26908.187793168647,106.99450391715227,69.4151175456819,54.981068921960016,748.4733252963232,1015.6821388787163,165.30447355373568,8.574668688607792,0.8428526223090533
2028,1911.3458691194512,26908.187793168665,106.99450391715236,69.41511754568194,54.98106892196006,748.4733252963239,1015.682138878717,165.3044735537358,8.574668688607797,0.8428526223090539
2029,1911.3458691194508,26908.18779316866,106.99450391715233,69.41511754568194,54.98106892196005,748.4733252963237,1015.682138878717,165.30447355373576,8.574668688607797,0.8428526223090538
2030,2019.2431568337986,27760.046503274603,111.10664576243575,71.37633679622758,55.778800051993855,754.9662373044092,1084.574594667438,174.00852196940497,8.574668688607797,0.8428526223090538
2031,4360.880031240934,59958.66166096246,239.97109215715574,154.16738888532797,120.48533719192636,1630.812919315953,2342.2025639887406,375.8053636846052,18.523004555762398,1.8207307512194635
2032,4361.960591555284,59967.19278102183,240.01227407543294,154.18702993224178,120.49332623983375,1630.877943962902,2342.8925021258374,375.89253222694197,18.52300455576238,1.8207307512194617
2033,4363.361713467025,59978.25476348423,240.0656731197061,154.21249773892978,120.5036853377281,1630.9622589765438,2343.7871189545267,376.0055603967355,18.52300455576238,1.820730751219462
2034,4365.11584629787,59992.10379863882,240.13252598661975,154.24438212776616,120.51665439742393,1631.0678170527713,2344.907133378026,376.14706587301424,18.523004555762395,1.8207307512194633
2035,4367.2413580873235,60008.88490379572,240.21353271215665,154.28301696954063,120.5323692217501,1631.195723521167,2346.2642733959565,376.31853040113515,18.52300455576239,1.820730751219463
2036,7652.015804472177,128598.99697911598,420.95731259089024,270.39613513682093,211.27290225358902,2859.3754015867266,4110.564284567947,659.3852291774682,32.472389900057316,3.19189463451434
2037,7654.862412864986,128838.94664538022,421.06580148562693,270.447877152742,211.2939484557511,2859.5467013312127,4112.381845018294,659.6148643962613,32.472389900057344,3.1918946345143433
2038,7658.010708580409,129127.73465333646,421.1857881769235,270.5051028559482,211.31722516225548,2859.7361556491915,4114.392032929216,659.8688366592753,32.472389900057344,3.191894634514343
2039,7661.384614210485,129467.16858834012,421.314373230518,270.5664294083703,211.3421699000511,2859.9391864467534,4116.546272849229,660.1410088201902,32.472389900057316,3.19189463451434
2040,8030.585007907352,133395.3881169873,435.2991655257639,277.21481271024345,214.00972881440086,2881.259774168129,4354.35386980051,689.8117439300012,32.47238990005733,3.1918946345143406
2041,13542.228362280106,224277.4839088061,734.4776195973244,467.90063285591054,361.39117892655145,4866.507919981778,7340.323803956859,1163.3902943971266,54.86372308948677,5.39286525869487
2042,13553.36839995658,224828.86639991408,734.9003440999429,468.1017858748769,361.47221360364335,4867.159109233476,7347.481068083036,1164.2865504136828,54.86372308948675,5.3928652586948695
2043,13565.270343731723,225420.92207256882,735.3518479304971,468.31660040702315,361.5586950524788,4867.853456962441,7355.1310296487945,1165.2439314372727,54.8637230894867,5.392865258694864
2044,13577.721363796369,226040.2572670614,735.8240292048052,468.5412147341563,361.6490565205067,4868.578253801238,7363.137570081557,1166.2452808468065,54.8637230894867,5.392865258694864
2045,13590.45941029605,226669.8694800207,736.3069240973288,468.7708825822969,361.7413773934495,4869.317973503295,7371.332808521695,1167.2694896583462,54.863723089486804,5.392865258694874
2046,14717.560693954341,245597.22497379745,797.3126065372725,507.5884054578133,391.6722257784955,5272.0689789884855,7983.036905555201,1264.0545868923064,59.39935086776304,5.838697734043679
2047,14729.940899036092,246183.86918261636,797.7815439834384,507.81133691919064,391.7616703545516,5272.7838347714705,7991.0113608680895,1265.0495106522185,59.39935086776303,5.838697734043679
2048,14741.63195877038,246712.78748615578,798.2241553040997,508.0216971974515,391.8459752705452,5273.456577253703,7998.54728255233,1265.9887605309646,59.39935086776316,5.838697734043691
2049,14752.283397885149,247158.64484301404,798.62717014746,508.21317884828966,391.92261198463757,5274.067020956327,8005.418799839803,1266.8441773854051,59.39935086776304,5.838697734043679
2050,14761.550435197427,247497.0774326591,798.9775495445728,508.37958836241415,391.98910442686275,5274.595472839039,8011.40333136157,1267.5880802174133,59.39935086776304,5.83869773404368
