,Closed-loop recycling,Open to high and middle-end recycling,Open to low-end recycling,Incineration,Discard or landfill
1993,0.0,0.0,0.0,0.0,0.0
1994,8.329082872716269e-11,0.0,0.0,0.0,8.245792043989107e-09
1995,6.994164981396638e-10,0.0,0.0,0.0,6.924223331582672e-08
1996,2.5944847127768606e-09,0.0,0.0,0.0,2.568539865649092e-07
1997,7.267034074877097e-09,0.0,0.0,0.0,7.194363734128325e-07
1998,1.6647586180334444e-08,0.0,0.0,0.0,1.64811103185311e-06
1999,3.3928002423097555e-08,0.0,0.0,0.0,3.358872239886658e-06
2000,9.222070265820213e-08,0.0,0.0,0.0,9.12984956316201e-06
2001,3.5411295037489434e-07,0.0,0.0,0.0,3.505718208711454e-05
2002,1.076883639301055e-06,0.0,0.0,0.0,0.00010661148029080446
2003,2.615364925225912e-06,0.0,0.0,0.0,0.00025892112759736525
2004,5.394923489148586e-06,0.0,0.0,0.0,0.00053409742542571
2005,9.999537493169939e-06,0.0,0.0,0.0,0.000989954211823824
2006,1.7262899682246598e-05,0.0,0.0,0.0,0.0017090270685424134
2007,2.8569380157444343e-05,0.0,0.0,0.0,0.0028283686355869897
2008,4.678769836166084e-05,0.0,0.0,0.0,0.004631982137804424
2009,7.58627733019664e-05,0.0,0.0,0.0,0.0075104145568946745
2010,0.00012103552159357371,0.0,0.0,0.0,0.011982516637763797
2011,0.00019001782609888256,0.0,0.0,0.0,0.018811764783789372
2012,0.0002929481731500589,0.0,0.0,0.0,0.029001869141855832
2013,0.00044243513163787505,0.0,0.0,0.0,0.04380107803214963
2014,0.0006538741594247673,0.0,0.0,0.0,0.06473354178305196
2015,0.0009460648143882487,0.0,0.0,0.0,0.09366041662443662
2016,0.001342033613855408,0.0,0.0,0.0,0.13286132777168538
2017,0.0018691342443363376,0.0,0.0,0.0,0.1850442901892974
2018,0.0025560121317193462,0.0,0.0,0.0,0.2530452010402153
2019,0.0034304036209380703,0.0,0.0,0.0,0.33960995847286896
2020,0.4518344072614167,0.0,0.0,0.0,0.0
2021,0.5840761877929053,0.0,0.0,0.0,0.0
2022,0.740963764582089,0.0,0.0,0.0,0.0
2023,0.9230662062168254,0.0,0.0,0.0,0.0
2024,1.129850781482622,0.0,0.0,0.0,0.0
2025,1.3597937401534967,0.0,0.0,0.0,0.0
2026,1.6035496169904206,0.0,0.0,0.0,0.0
2027,1.8707000253261177,0.0,0.0,0.0,0.0
2028,2.148139169891922,0.0,0.0,0.0,0.0
2029,2.437096397563908,0.0,0.0,0.0,0.0
2030,2.7222518776042093,0.0,0.0,0.0,0.0
2031,3.0021799028559992,0.0,0.0,0.0,0.0
2032,3.2749159220122763,0.0,0.0,0.0,0.0
2033,3.4751954347279557,0.0,0.0,0.0,0.0
2034,3.728562324246214,0.0,0.0,0.0,0.0
2035,3.9649803944753903,0.0,0.0,0.0,0.0
2036,4.126686151294081,0.0,0.0,0.0,0.0
2037,4.334522928875873,0.0,0.0,0.0,0.0
2038,4.549111548208356,0.0,0.0,0.0,0.0
2039,4.77281243995635,0.0,0.0,0.0,0.0
2040,4.996632991418977,0.0,0.0,0.0,0.0
2041,5.221365872039898,0.0,0.0,0.0,0.0
2042,5.451136789668776,0.0,0.0,0.0,0.0
2043,5.887520773137859,0.0,0.0,0.0,0.0
2044,6.394905413336493,0.0,0.0,0.0,0.0
2045,6.796624169361493,0.0,0.0,0.0,0.0
2046,7.409170131112429,0.0,0.0,0.0,0.0
2047,7.945587920476058,0.0,0.0,0.0,0.0
2048,8.506466045674372,0.0,0.0,0.0,0.0
2049,8.996736800141822,0.0,0.0,0.0,0.0
2050,9.407537187232853,0.0,0.0,0.0,0.0
