,Closed-loop recycling,Open to high and middle-end recycling,Open to low-end recycling,Incineration,Discard or landfill
2020,0.0,0.0,0.0,0.0,0.0
2021,0.0,0.0,0.0,0.0,0.0
2022,0.0,0.0,0.0,0.0,0.0
2023,0.0,0.0,0.0,0.0,0.0
2024,0.0,0.0,0.0,0.0,0.0
2025,0.0,0.0,0.0,0.0,0.0
2026,0.0,0.0,0.0,0.0,0.0
2027,0.005544626606172554,0.0,0.0,0.0,0.0
2028,0.052000853650354215,0.0,0.0,0.0,0.0
2029,0.21265533722221208,0.0,0.0,0.0,0.0
2030,0.5993299175689928,0.0,0.0,0.0,0.0
2031,1.3620397603723071,0.0,0.0,0.0,0.0
2032,2.6894124826700194,0.0,0.0,0.0,0.0
2033,4.811566688034064,0.0,0.0,0.0,0.0
2034,7.99072383137882,0.0,0.0,0.0,0.0
2035,12.507763325131409,0.0,0.0,0.0,0.0
2036,18.646117265330407,0.0,0.0,0.0,0.0
2037,26.67143616361504,0.0,0.0,0.0,0.0
2038,36.801922887952784,0.0,0.0,0.0,0.0
2039,49.18057531180903,0.0,0.0,0.0,0.0
2040,63.847898137728095,0.0,0.0,0.0,0.0
2041,80.71449165257457,0.0,0.0,0.0,0.0
2042,99.53618118806688,0.0,0.0,0.0,0.0
2043,119.89741988224056,0.0,0.0,0.0,0.0
2044,141.20710120905713,0.0,0.0,0.0,0.0
2045,162.709983817648,0.0,0.0,0.0,0.0
2046,183.51961454076186,0.0,0.0,0.0,0.0
2047,202.67417780299255,0.0,0.0,0.0,0.0
2048,219.2134111388234,0.0,0.0,0.0,0.0
2049,232.27046641141223,0.0,0.0,0.0,0.0
2050,241.16814415925762,0.0,0.0,0.0,0.0
