,Closed-loop recycling,Open to high- and middle-end recycling,Open to low-end recycling,Incineration,Discard or landfill
2020,0.0,0.0,0.0,0.0,0.0
2021,0.0,0.0,0.0,0.0,0.0
2022,0.0,0.0,0.0,0.0,0.0
2023,0.0,0.0,0.0,0.0,0.0
2024,0.0,0.0,0.0,0.0,0.0
2025,0.0,0.0,0.0,0.0,0.0
2026,3.850289555343869e-06,0.0,0.0,0.0,0.000381178665979043
2027,1.2717190063955184e-05,0.0,0.0,0.0,0.0012590018163315632
2028,8.667051328355331e-05,0.0,0.0,0.0,0.008580380815071778
2029,0.00034231143416848733,0.0,0.0,0.0,0.033888831982680244
2030,0.0009575697922145136,0.0,0.0,0.0,0.09479940942923686
2031,0.0021723063271566587,0.0,0.0,0.0,0.21505832638850922
2032,0.004282311004397181,0.0,0.0,0.0,0.42394878943532094
2033,0.00765496639926825,0.0,0.0,0.0,0.7578416735275568
2034,0.012704485147904104,0.0,0.0,0.0,1.2577440296425062
2035,0.019874949613109406,0.0,0.0,0.0,1.9676200116978313
2036,0.029611917041759847,0.0,0.0,0.0,2.9315797871342246
2037,0.04233684956973551,0.0,0.0,0.0,4.191348107403816
2038,0.05839129152341916,0.0,0.0,0.0,5.780737860818497
2039,0.07799856261135235,0.0,0.0,0.0,7.721857698523883
2040,0.10121921605111732,0.0,0.0,0.0,10.020702389060615
2041,0.12790831038311934,0.0,0.0,0.0,12.662922727928814
2042,0.15767497813588005,0.0,0.0,0.0,15.609822835452125
2043,0.18985671706495844,0.0,0.0,0.0,18.795814989430884
2044,0.2235142798492008,0.0,0.0,0.0,22.127913705070878
2045,0.25744846571738994,0.0,0.0,0.0,25.4873981060216
2046,0.29025387109949174,0.0,0.0,0.0,28.73513323884968
2047,0.32040747395973573,0.0,0.0,0.0,31.72033992201384
2048,0.3463909020849751,0.0,0.0,0.0,34.29269930641253
2049,0.3668360771810862,0.0,0.0,0.0,36.316771640927534
2050,0.3806774262976195,0.0,0.0,0.0,37.68706520346433
