,Closed-loop recycling,Open to high- and middle-end recycling,Open to low-end recycling,Incineration,Discard or landfill
2020,8.007525294661878,0.45909811689394747,0.2669175098220626,0.0,2.8213296336897566
2021,8.614169659608585,0.4938790604842253,0.2871389886536195,0.0,3.035071540328007
2022,9.741264863455791,0.5584991855047984,0.32470882878185964,0.0,3.4321863768835112
2023,12.68421001585964,0.7272280409092856,0.4228070005286546,0.0,4.4690882989212355
2024,19.255132947908137,1.103960955680066,0.6418377649302711,0.0,6.784252960497596
2025,31.91117151366531,1.8295738334501435,1.0637057171221769,0.0,11.243415477847952
2026,77.6790377494663,4.453598164302733,2.5893012583155435,0.0,27.369026391358858
2027,113.32409919098357,6.497248353616388,3.777469973032785,0.0,39.9280211417952
2028,167.52504280163177,9.604769120626884,5.584168093387725,0.0,59.02489848598676
2029,247.65895939400409,14.199113671922895,8.255298646466802,0.0,87.25886406538987
2030,365.9669383714929,20.98210446663225,12.198897945716428,0.0,128.94287937704283
2031,575.4890540170916,32.994705763646564,19.182968467236382,0.0,202.76480713022394
2032,795.0978516712792,45.585610162486645,26.503261722375967,0.0,280.1406237328613
2033,1087.5325287093842,62.351864979337996,36.251084290312804,0.0,383.17553025961456
2034,1470.5720946490076,84.31280009320973,49.01906982163358,0.0,518.1336900523215
2035,1964.1260282847077,112.60989228832318,65.47086760949024,0.0,692.029904869005
2036,2661.47430346695,152.59119339877174,88.71581011556499,0.0,937.7299534327824
2037,3441.3536004414423,197.30427309197592,114.7117866813814,0.0,1212.5085511004127
2038,4401.225796627357,252.3369456733017,146.70752655424522,0.0,1550.7049066535476
2039,5570.617220196603,319.3820539579384,185.68724067322006,0.0,1962.7221723246232
2040,6989.067943149936,400.70656207392943,232.96893143833117,0.0,2462.4916905382875
2041,8798.10459495616,504.4246634441529,293.2701531652053,0.0,3099.8782146338463
2042,10796.213799118477,618.9829244827924,359.8737933039492,0.0,3803.8815741748344
2043,13146.061609535433,753.707532280031,438.202053651181,0.0,4631.814676878856
2044,15893.509424121263,911.2278736496186,529.7836474707086,0.0,5599.836088122424
2045,19088.324037127117,1094.3972447952874,636.2774679042371,0.0,6725.480380226917
2046,22807.256238838756,1307.616024360088,760.2418746279584,0.0,8035.789525721185
2047,27052.822408808985,1551.0284847717144,901.7607469602995,0.0,9531.650132632138
2048,31900.548408394247,1828.9647754146024,1063.3516136131414,0.0,11239.672588428291
2049,37397.10948148116,2144.1009436049185,1246.5703160493717,0.0,13176.302204724807
2050,43582.026985542856,2498.7028805044556,1452.7342328514283,0.0,15355.463730167427
