,Closed-loop recycling,Open to high- and middle-end recycling,Open to low-end recycling,Incineration,Discard or landfill
2020,0.0,0.0,0.0,0.0,0.0
2021,0.0,0.0,0.0,0.0,0.0
2022,0.0,0.0,0.0,0.0,0.0
2023,0.0,0.0,0.0,0.0,0.0
2024,0.0,0.0,0.0,0.0,0.0
2025,0.0,0.0,0.0,0.0,0.0
2026,0.0,0.0,0.0,0.0,0.0
2027,0.0,0.0,7.989401104809906e-08,0.0,0.0
2028,0.0,0.0,7.497246939775354e-07,0.0,0.0
2029,0.0,0.0,3.068662909041374e-06,0.0,0.0
2030,0.0,0.0,8.656740626322867e-06,0.0,0.0
2031,0.0,0.0,1.9692321658145388e-05,0.0,0.0
2032,0.0,0.0,3.89191544329674e-05,0.0,0.0
2033,0.0,0.0,6.969042320587898e-05,0.0,0.0
2034,0.0,0.0,0.00011583543910144054,0.0,0.0
2035,0.0,0.0,0.0001814669168619291,0.0,0.0
2036,0.0,0.0,0.00027074889570112277,0.0,0.0
2037,0.0,0.0,0.00038760231462835583,0.0,0.0
2038,0.0,0.0,0.0005352731898140999,0.0,0.0
2039,0.0,0.0,0.0007159279634185606,0.0,0.0
2040,0.0,0.0,0.000930254852967219,0.0,0.0
2041,0.0,0.0,0.001177062039422241,0.0,0.0
2042,0.0,0.0,0.0014529109977810479,0.0,0.0
2043,0.0,0.0,0.001751868535834761,0.0,0.0
2044,0.0,0.0,0.00206543749425022,0.0,0.0
2045,0.0,0.0,0.00238271236871603,0.0,0.0
2046,0.0,0.0,0.0026908467242958635,0.0,0.0
2047,0.0,0.0,0.0029758542469384766,0.0,0.0
2048,0.0,0.0,0.003223717970766135,0.0,0.0
2049,0.0,0.0,0.0034217205394701977,0.0,0.0
2050,0.0,0.0,0.0035598435183331295,0.0,0.0
