,Cast Iron,Steel,Cu,Al,EE,Concrete,Composites,Others,Nd,Dy
2020,714.3796353113163,9094.561707873421,37.58054245369956,23.326166929804135,17.412905476928536,230.19263657866898,391.1940764462783,61.28936109195675,2.55247121308943,0.2508810566136787
2021,725.6776494014694,9233.471892510172,38.18117172728141,23.692220091718102,17.68206657542548,233.69392802593202,397.1519971908426,62.27766987579123,2.591295583238756,0.2546970795557583
2022,726.186963336432,9235.105091602172,38.214161820240086,23.706038024753543,17.68834422880811,233.72081005147183,397.20532383945056,62.34010114869036,2.5915942552720668,0.2547264318970824
2023,726.894705729694,9239.361099181591,38.25746690192355,23.726391160360446,17.69958085231247,233.81436613575383,397.37180543044974,62.41918297226738,2.5926322250414673,0.25482844950432465
2024,728.0044209885307,9248.857324146164,38.32176119676468,23.759940857322846,17.720770887931,234.04092348051293,397.7641185758674,62.53227722367928,2.5951449528113333,0.2550754204025087
2025,729.793069816952,9267.142728238152,38.42158500167082,23.81574389743251,17.758694381922123,234.49037863505953,398.534998986122,62.70305637548539,2.60012924590309,0.2555653202792713
2026,2411.6484439395513,30609.942164166998,126.98441281858805,78.69259060247516,58.667130821789804,774.4945146798045,1316.3368750558932,207.260115246291,8.587926935965365,0.8441027582021529
2027,2416.737416531734,30661.44118525926,127.26909802549379,78.85105379254206,58.77436376311628,775.7584095083184,1318.5056990686057,207.74803776151097,8.601943149236254,0.8454803935606411
2028,2423.8661743626562,30739.739304543473,127.66002595405226,79.07660264561882,58.93236773870337,777.7030938957345,1321.8301611859877,208.4077509387291,8.623508137248745,0.8475999947100261
2029,2433.869363684999,30855.489656687776,128.20106874856654,79.39650625519239,59.16152191882426,780.5982914845775,1326.7685919666133,209.31075608322803,8.65561270400755,0.8507555262296155
2030,2661.317637737472,32652.046741692502,136.9558116583667,83.59093247300598,60.91607279476373,795.146016924393,1473.8438103080975,227.62802928447354,8.701946402243973,0.8553096323048793
2031,5723.938154718728,70207.91562138438,294.59177039777336,179.77690211176804,130.99430787868673,1709.6512108522525,3168.959207248008,489.6605203323577,18.710142216845284,1.8390098012453293
2032,5752.53094152657,70541.37305711547,296.08810410039837,180.66647216223785,131.62825791464064,1717.7197542849103,3183.9437795543927,492.17634439963666,18.798445065215116,1.847689027017342
2033,5789.897795111969,70984.81965282554,298.0326089611373,181.8327804463662,132.4658080107004,1728.4737542568048,3203.9020581512295,495.43316617395766,18.916136829865614,1.8592568754143082
2034,5838.186237815508,71564.41217409559,300.53607481110544,183.34318579751772,133.5558872931004,1742.5496109267563,3230.013964544264,499.6154425865708,19.070182191362367,1.874397900992416
2035,5899.781277797594,72309.16927216829,303.72158731952703,185.27248092618225,134.95279946789307,1760.653262432509,3263.588399455478,504.9281531055858,19.26830684851334,1.893871458340682
2036,10246.780520789165,152951.17186774086,527.5262410925869,321.7754981395064,234.3700438352748,3057.523946897365,5667.5224839413195,877.020508841944,33.46105325259392,3.2888688145527567
2037,10343.063535940315,154374.30659846475,532.4993049612438,324.7934905045117,236.558924574488,3085.9449522625014,5720.223527256807,885.3070651525974,33.77208952393827,3.3194403923914373
2038,10460.4929149642,156116.12370815067,538.5575290024325,328.47673081051835,239.23436122955562,3120.742470692947,5784.740178119176,895.3936656170927,34.15290904708682,3.356870930211448
2039,10602.071457090457,158220.90350502142,545.8561283333537,332.9193010987282,242.46452074185126,3162.8006053745085,5862.711969172028,907.5390807227775,34.61318735730516,3.402111430793212
2040,11231.831924903512,165044.07491025305,571.7356406859099,346.22360308363795,249.3233924821301,3234.2056892142136,6260.909165537331,958.7318298645837,35.16276549101007,3.456129163958884
2041,18588.238191909622,273134.33903196594,946.2085180731639,572.9838498373556,412.61387402792525,5352.32987002015,10361.27141322971,1586.6868649046246,58.19132741085307,5.71959403052741
2042,18830.289181737895,276686.21042825544,958.535636568788,580.4433672763589,417.9824128045207,5421.922739065261,10495.998972703783,1607.3642592693204,58.94795189282978,5.793962237767083
2043,19109.915602678542,280791.8335000692,972.7735096609794,589.0617307163636,424.186520223114,5502.370093684417,10651.73686441748,1631.2436941596543,59.82258780811197,5.879929725829891
2044,19430.51851344345,285500.708822389,989.0958402925974,598.9436081566754,431.3012569155965,5594.641011799516,10830.361729764825,1658.617059878329,60.82577116016778,5.97853207249109
2045,19795.591196810252,290863.7884512625,1007.680908798748,610.1965449174854,439.40381894384655,5699.733204085903,11033.805504916145,1689.7837986691713,61.9683492430906,6.090835452172673
2046,21656.74832816547,318209.8442861883,1102.4225573704066,667.5662585978155,480.71547592739796,6235.602175626385,12071.166121936554,1848.6571862507622,67.79439665705446,6.663474493640418
2047,22120.921075014514,325029.8210357602,1126.0512929580862,681.8742228277613,491.0184858361026,6369.245098418844,12329.878625058935,1888.2806610972907,69.24738246633923,6.806287680952114
2048,22639.26888620234,332645.9752248438,1152.4375738852211,697.8521850230965,502.5241725121798,6518.4901443060435,12618.794208045429,1932.5280635156498,70.86999686906424,6.965773570853946
2049,23214.364048061125,341096.006969316,1181.712456629821,715.5794014035599,515.2895457073063,6684.075892636681,12939.34277920749,1981.6192852365612,72.67026981888155,7.142721423077765
2050,23848.17512868175,350408.7913578672,1213.9762103367486,735.1165349922733,529.3582562095585,6866.568078325451,13292.619583321497,2035.7225319582378,74.65435207475427,7.337735792356582
