,Energy consumption,Energy saved,CO2 emission,CO2 saved,Steel and iron_Energy consumption,Steel and iron_Energy saved,Steel and iron_CO2 emission,Steel and iron_CO2 saved,Cu_Energy consumption,Cu_Energy saved,Cu_CO2 emission,Cu_CO2 saved,Al_Energy consumption,Al_Energy saved,Al_CO2 emission,Al_CO2 saved,Concrete_Energy consumption,Concrete_Energy saved,Concrete_CO2 emission,Concrete_CO2 saved,Composites_Energy consumption,Composites_Energy saved,Composites_CO2 emission,Composites_CO2 saved,REEs_Energy consumption,REEs_Energy saved,REEs_CO2 emission,REEs_CO2 saved
2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026,6214370.830907958,4114.836557219159,475872.3658688009,450.5234260873971,4699600.744199655,3786.326078127556,374499.43430341006,424.06852075028627,15985.077006434696,104.11171635940342,4350.967705893468,8.643236829837265,27492.20830731103,224.38384609476745,6797.0097985309385,17.809838905279747,3708.2911892003926,0.0,687.7819825410311,0.0,1440742.6871645018,0.0,87292.05692820218,0.0,26841.823040854382,0.014916637432009472,2245.11515022322,0.0018296019938251154
2027,6099111.680599681,4180.839268079869,467055.4374695233,457.78611484227764,4612572.446489633,3848.169625990772,367564.36682964273,430.99499811096643,15705.4553184936,105.38947137811677,4274.857660655062,8.749314604975732,26999.148302061927,227.2322171096673,6675.108580211906,18.035920371484803,3639.0288111422406,0.0,674.9357918656397,0.0,1413855.1121270445,0.0,85662.98620534445,0.0,26340.489551306808,0.04795360131201552,2203.1824018035472,0.005881754850680115
2028,5987626.667928467,4371.64589800609,458526.512067959,478.9804804340898,4528383.399300962,4033.045047882069,360855.55213179544,451.70104536279166,15433.69273677174,106.93095599761648,4200.886780423077,8.877286913009671,26520.937421397022,231.34644992932334,6556.8785709921995,18.36247607062342,3572.07165567045,0.0,662.5171540656166,0.0,1387860.725919817,0.0,84088.0322174948,0.0,25855.840893848275,0.32344419708098615,2162.645213187879,0.03967208766505602
2029,5866066.739086122,4920.612704132142,449225.0142133879,540.134777064282,4436559.27367206,4570.352688763,353538.31712074234,511.879501141456,15134.039312511919,109.45629689791288,4119.324309914487,9.086937855675787,25996.181566066465,239.5279772552792,6427.141059525368,19.011861871831577,3499.1592278542334,0.0,648.993983527833,0.0,1359550.0004766542,0.0,82372.73532299728,0.0,25328.084830976102,1.2757412159506185,2118.5024166806134,0.15647619531861845
