,Energy consumption,Energy saved,CO2 emission,CO2 saved,Steel and iron_Energy consumption,Steel and iron_Energy saved,Steel and iron_CO2 emission,Steel and iron_CO2 saved,Cu_Energy consumption,Cu_Energy saved,Cu_CO2 emission,Cu_CO2 saved,Al_Energy consumption,Al_Energy saved,Al_CO2 emission,Al_CO2 saved,Concrete_Energy consumption,Concrete_Energy saved,Concrete_CO2 emission,Concrete_CO2 saved,Composites_Energy consumption,Composites_Energy saved,Composites_CO2 emission,Composites_CO2 saved,REEs_Energy consumption,REEs_Energy saved,REEs_CO2 emission,REEs_CO2 saved
2020,0.25384569965262904,7.78438991097699e-05,0.013572234894875218,8.49890584608083e-06,0.19083589828384087,7.081459759244061e-05,0.00944240121716921,7.931234930353348e-06,0.0006549135459514319,2.6706639292172674e-06,0.00015229646364432707,2.2171549601049013e-07,0.0011142887062187059,4.358619634770952e-06,0.0002278364780162077,3.4595321764773924e-07,0.00014699350476744423,0.0,2.726309207433277e-05,0.0,0.06018774454507712,0.0,0.0036466692283193785,0.0,0.0009058610667734642,1.795334107517576e-11,7.57684156517611e-05,2.2020692516449344e-12
2021,0.26225766047892696,8.477426315027106e-05,0.01402219860001439,9.256504277784638e-06,0.19716647900400822,7.714956739814068e-05,0.009755633075719158,8.640751548591755e-06,0.0006775239726944244,2.8959965731584596e-06,0.00015755439128337798,2.4042235701692875e-07,0.001152120926201106,4.728626912005462e-06,0.0002355719595913325,3.753215082623169e-07,0.00015183845867592442,0.0,2.816169249012508e-05,0.0,0.062173979142188474,0.0,0.003767011677438478,0.0,0.0009357189751588172,7.226696646564443e-11,7.826580349192021e-05,8.863913635757253e-12
2022,0.26233184117945707,9.230301533106605e-05,0.014026367624268224,1.0086488243070481e-05,0.19722879499073326,8.425489960627326e-05,0.009758716418812322,9.436548755902602e-06,0.000678610128334331,3.0494719566559526e-06,0.00015780697067182964,2.531637096091734e-07,0.001153340317914449,4.998125362449485e-06,0.0002358212862799544,3.9671219244554205e-07,0.00015185566087968776,0.0,2.816488300705182e-05,0.0,0.062183414670610525,0.0,0.0037675833594546376,0.0,0.0009358254109847624,5.184056873352663e-10,7.827470604242853e-05,6.358511316522025e-11
2023,0.2624791226925506,0.00010885328554264242,0.014034441046138876,1.1921364780876791e-05,0.1973459360498924,0.00010020576185652399,0.009764512460801967,1.1223045327930687e-05,0.0006798670377559234,3.251390875172672e-06,0.00015809925789235383,2.6992678963697654e-07,0.0011548627713042537,5.394059357494898e-06,0.00023613257940923143,4.2813834362179237e-07,0.00015191570688849105,0.0,2.817601982475877e-05,0.0,0.06221034525947677,0.0,0.0037692150363094748,0.0,0.0009361958672327946,2.073453450868389e-09,7.83056919010897e-05,2.543196873359496e-10
2024,0.2627732425298925,0.00014350306252225873,0.014050360254100806,1.5772189220568692e-05,0.1975733011083372,0.00013389897072916,0.009775762294422934,1.499668472166592e-05,0.0006814801049742314,3.552168948278769e-06,0.0001584743676064337,2.9489704476276577e-07,0.0011570071358667187,6.046076659573244e-06,0.00023657103352508867,4.798903895715085e-07,0.00015206143481422553,0.0,2.8203048188109828e-05,0.0,0.062272298410471785,0.0,0.0037729686683991726,0.0,0.0009370943354283124,5.846185246711235e-09,7.838084195906751e-05,7.17064568499935e-10
2025,0.26331440769117553,0.0002085863540204255,0.014079481994912837,2.3012629088589014e-05,0.19798619243540394,0.0001974215830767283,0.009796191813210092,2.2111217304593565e-05,0.0006837035892619991,4.020630411553065e-06,0.00015899142637867793,3.3378818511006574e-07,0.0011602090165727216,7.130798851626403e-06,0.00023722571594178414,5.659871734250553e-07,0.00015235099410126465,0.0,2.8256753156339658e-05,0.0,0.062393072490967844,0.0,0.0037802861568056985,0.0,0.0009388791648678027,1.3341680517727153e-08,7.853012942024573e-05,1.6364254603272843e-09
2026,0.8832484882705659,0.0005616340667694045,0.04722809271669478,6.179367239907862e-05,0.6641339729603295,0.0005261408710169758,0.03286079553709964,5.892777755390129e-05,0.0022959952114299637,1.3045994295485518e-05,0.0005339207799360804,1.083063677361062e-06,0.003894357898766226,2.242069066262026e-05,0.0007962719022796476,1.7795794830868993e-06,0.0005109631911384468,0.0,9.476906172583247e-05,0.0,0.2092643328879214,0.0,0.012678956639679943,0.0,0.003148866120980333,2.6510794322950616e-08,0.0002633787959736338,3.2516847293662372e-09
2027,0.884781490482175,0.0007457644561934614,0.047310620979045453,8.227651643976272e-05,0.6653046610638667,0.000705809540636104,0.03291872020888923,7.905066855124365e-05,0.0023024383536535092,1.4390278312172907e-05,0.0005354190964413191,1.1946646145954868e-06,0.0039035724609969634,2.5517000854190755e-05,0.0007981559861740599,2.0253404265433918e-06,0.0005117792901208637,0.0,9.492042475193762e-05,0.0,0.20960514272351072,0.0,0.01269960570618918,0.0,0.003153896590026356,4.7636390993803834e-08,0.00026379955659971966,5.842847380192389e-09
2028,0.8870690365493225,0.0010230077656411905,0.047433456638083744,0.00011313070084888805,0.6670414565286017,0.0009767631890499292,0.03300465540115477,0.00010939747717359207,0.0023106720225056217,1.6239272481425818e-05,0.0005373337898489405,1.3481660173259168e-06,0.003915943195507404,2.9925116834890255e-05,0.0008006854065707692,2.3752222779262665e-06,0.0005130368150021631,0.0,9.515365966037028e-05,0.0,0.2101262806750021,0.0,0.012731180535014833,0.0,0.003161647312703501,8.018727494518839e-08,0.00026444784583406675,9.835380043782124e-09
2029,0.8904156968081323,0.0014308660313364452,0.047612882797039596,0.00015853278230380587,0.6695732902614115,0.0013757487105481143,0.03312992842439276,0.00015408385558138879,0.0023214767095802126,1.8803988343483002e-05,0.0005398463590917301,1.5610858247419852e-06,0.003932801769494899,3.6184600159409696e-05,0.0008041324469116165,2.87205122341503e-06,0.0005149122844700127,0.0,9.550150562040423e-05,0.0,0.21090000968394354,0.0,0.012778059410262462,0.0,0.003173206099232142,1.2873228543814764e-07,0.000265414650760623,1.5789674260090257e-08
2030,0.9292610394808367,0.002033609366476621,0.04972615421635271,0.0002256013405176793,0.6945212549160574,0.0019644891929769094,0.03436433292553409,0.00022002278961341383,0.0024192486844559287,2.295818427026751e-05,0.0005625826822433018,1.905962467720322e-06,0.00406362439267411,4.596306738759146e-05,0.0008308814981616637,3.648189653633941e-06,0.000521548823085993,0.0,9.67323937717452e-05,0.0,0.22454544438571847,0.0,0.013604812218664119,0.0,0.0031899182788447306,1.989218418524997e-07,0.00026681249797779475,2.4398782911201267e-08
2031,2.0288674707210106,0.0033361400452002555,0.10856859957042612,0.00036957965555477136,1.5163856381206742,0.0032060953393540526,0.07502949771951252,0.0003590826780076539,0.005285769518640447,4.447030314207346e-05,0.0012291759886542577,3.691874223115533e-06,0.008875959058226458,8.527694249709875e-05,0.001814850352118218,6.7686183058235325e-06,0.0011385981675049131,0.0,0.00021117740355577986,0.0,0.4902175633698303,0.0,0.02970141707476031,0.0,0.0069639424861340365,2.9746020703064483e-07,0.0005824810318250656,3.648501817836192e-08
2032,2.0383430897060704,0.00445451198859011,0.109076401214018,0.0004940961487829919,1.5234926067597776,0.004300818512035766,0.07538114460530151,0.0004816916733480058,0.005313759048536865,5.122521296591195e-05,0.0012356847964940757,4.2526591896228784e-06,0.008920718901106161,0.00010203656887926924,0.0018240023114814937,8.098866677861279e-06,0.0011438235503670909,0.0,0.00021214656266468454,0.0,0.49247627774720604,0.0,0.029838268592918955,0.0,0.006995903699076188,4.316947091633295e-07,0.0005851543451572756,5.294956750199569e-08
2033,2.0509180273846743,0.005942550060712081,0.10974995109003284,0.0006597846216195387,1.532912602199949,0.00575785097793506,0.07584723812968498,0.0006448793095287267,0.005349368579648255,6.002652368325632e-05,0.0012439655927821093,4.983334041628827e-06,0.008978582784080452,0.00012406162326834147,0.0018358336288300668,9.847043640581363e-06,0.0011508009745051033,0.0,0.00021344067533324944,0.0,0.4954880922322275,0.0,0.030020749117599665,0.0,0.007038580614263964,6.109358254235075e-07,0.0005887239458027695,7.49344086017289e-08
2034,2.0673453946884375,0.00789135943321032,0.11062955752613816,0.0008767905289004629,1.5452087678876623,0.007666437223072428,0.07645564216110828,0.0008586409689841121,0.005394595353564927,7.139988225188303e-05,0.0012544828248230867,5.92753739449595e-06,0.009052880647563061,0.00015267631248402818,0.0018510251707038515,1.2118254398956499e-05,0.001159952101673551,0.0,0.000215137947760164,0.0,0.49943464646471697,0.0,0.03025986387403873,0.0,0.00709455223325616,8.46015401983169e-07,0.0005934055477040501,1.037681228983685e-07
2035,2.088464745003585,0.01040309296580947,0.11176015676498617,0.0011564895184875857,1.561008928782159,0.010126641383477611,0.07723742095536723,0.0011341838349494923,0.005451671655683231,8.593639498277587e-05,0.00126775559803758,7.1343422249851665e-06,0.009147330448358184,0.00018936618293223403,0.0018703371406111097,1.503041003542844e-05,0.001171746830068902,0.0,0.00021732553262483498,0.0,0.5045183746994492,0.0,0.030567877996496035,0.0,0.007166692587866841,1.1490044168497272e-06,0.0005994395418493955,1.40931277679981e-07
2036,4.231284288421064,0.01432147742461109,0.22420062933814322,0.0015912367094415476,3.302220342611531,0.013913627621969694,0.16339111070213302,0.0015583262936606059,0.00960559899104757,0.00012946964665340696,0.002233728049397453,1.074842349575454e-05,0.016115303823863926,0.0002768472739900194,0.0032950653137730278,2.197397645571006e-05,0.0020638909351121614,0.0,0.00038279275458030814,0.0,0.888655884841238,0.0,0.05384209184626324,0.0,0.012623267218271714,1.5328819979702902e-06,0.0010558406719961692,1.8801582947687542e-07
2037,4.269521124742593,0.018296527883371345,0.22622721344079236,0.0020338938610036787,3.3320743987767805,0.01780737340097366,0.16486826452280945,0.0019944258209090497,0.009694631758787197,0.00015239883858195451,0.0022544321190552477,1.2651979052086791e-05,0.01626318986132589,0.000334745021015964,0.0033253032886668464,2.6569447856424044e-05,0.0020824884076441302,0.0,0.0003862420539679994,0.0,0.8966694009809875,0.0,0.054327616647671585,0.0,0.012737014957068698,2.010622799765026e-06,0.001065354808621243,2.4661318611836536e-07
